idEtudiant,Architecture des Ordinateurs,Techniques de Compilation,Recherche Operationnelle,Developpement Mobile,Programmation Multimedias,Statistiques,Bases de Donnees Avancees,Reseaux Informatiques,Conception Orientee Objet,Programmation Orientee Objet,Conception des Bases de Donnees,Systeme Logique,Probabilites,Algorithmique et Structures de Donnees,Blockchain,Architecture Logicielle,Systemes Exploitation,Entrepreneuriat,Analyse Numerique,Math Pour Ingenieur,Opt 2 : Fouille de Données,Opt 9 : Big Data,Opt 10 : Developpement iOS,Opt 3 : Machine Learning-Deep Learning,Opt 6 : Business Intelligence,Opt 4 : Transactions Electroniques,Opt 1 : Cloud Computing,Opt 8 : Sécurité Informatique,Opt 5 : Réseaux IP,Opt 16 : Réseaux GSM,Opt 12 : Electronique Embarquée,Opt 13 : Système Robotique,Opt 14 : Conception des Cartes Electroniques,Opt 15 : Réseau de Capteurs Sans Fils,Opt 7 : Qualité et Test
4368,5.32,4.27,7.84,11.35,3.46,14.41,11.38,10.88,13.65,19.61,4.41,5.52,7.84,9.18,19.9,7.17,8.99,11.5,14.15,17.59,13.61,10.64,7.1,17.09,7.28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4369,7.34,5.86,3.69,16.67,18.21,12.52,4.98,3.64,10.44,13.79,9.36,5.26,3.69,10.17,17.93,7.96,8.57,11.92,4.93,15.45,15.9,18.24,8.51,19.65,13.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4370,16.82,9.97,9.55,19.18,4.49,18.14,5.25,10,6.95,7.6,8.88,10.87,9.55,17.39,3.29,15.43,13.1,8.38,18.19,3.4,-1,-1,-1,-1,-1,11.42,10.92,12.21,9.97,12.09,-1,-1,-1,-1,-1
4371,19.42,8.51,10.14,10.42,4.28,19.35,12.39,9.21,18.84,5.8,4.74,19.99,10.14,11.71,13.51,7.56,17.79,5,11.44,15.77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.82,16.19,10.11,16.97,9.13
4372,12.98,8.51,7.89,13.3,10.07,17.21,11.38,9.99,15.32,4.46,5.32,3.66,7.89,7.16,10.34,15.18,11.8,12.76,9.38,3.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.4,10.11,9.36,10.88,15.01
4373,15.61,9.06,13.94,18.88,7.13,7.16,4.77,6.53,3.09,11.97,3.75,17.7,13.94,3.65,15.23,6.03,4.84,7.52,6.26,10.5,9.55,7.84,9.33,12.07,15.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4374,9.49,4.71,11.47,4.08,8.16,13.02,8.1,18.17,10.73,7.89,11.33,15.76,11.47,19.69,9.95,13.19,11.98,15.23,19.66,3.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.64,9.23,10.11,15.95,12.08
4375,7.4,12.48,4.32,16.48,16.47,7.17,15.59,8.69,16.79,10.43,4.88,13.31,4.32,3.87,11.86,15.32,14.01,16.4,13.25,17.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.16,15.29,9.21,19.75,13.56
4376,18.56,11.29,15.36,12.94,16.07,7.75,19.38,4.05,16.94,16.66,3.2,16.64,15.36,14.54,18.12,4.32,6.1,17.81,4.32,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.1,11.12,12.24,15.93,16.69
4377,9.74,11.19,6.67,10.77,5.81,4.02,7.57,8.48,16.79,10.62,7.57,6.61,6.67,6.61,8.07,16.48,15.51,8.43,4.38,10.9,-1,-1,-1,-1,-1,12.22,18.65,10.68,14.27,13.95,-1,-1,-1,-1,-1
4378,8.61,8.71,15.91,3.1,15.14,16.23,14.61,5.44,9.14,10.06,9.25,16.21,15.91,15.52,19.86,14.01,15.58,17.63,5.25,10.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.08,10.52,19.32,19.16,8.86
4379,13.88,16.52,8.84,18.87,7.9,4.48,19.42,13.29,3.06,7.17,13.42,17.51,8.84,4.78,6.02,7.76,18.4,14.47,9.11,8.35,-1,-1,-1,-1,-1,11.82,12.69,9.84,13.36,7.32,-1,-1,-1,-1,-1
4380,13.34,10.94,19.31,5.17,14.29,7.73,10.2,18.55,11.38,9.22,19.85,17.82,19.31,10.46,13.93,14.15,19.77,18.01,7.65,14.25,9.95,10.5,7.98,16.24,15.38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4381,8.89,4.76,3.99,14.7,13.24,8.99,18.01,3.98,18.15,16.89,16.02,17.28,3.99,4.96,5.62,9.95,5.06,15.42,7.57,9.92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.81,12.67,11.17,19.44,17.74
4382,14.85,4.52,11.38,3.21,16.69,19.68,5.23,16.37,7.83,7.65,5.46,4.79,11.38,4.55,14.85,8.25,13.62,10.21,4.53,13.64,18.51,11.94,12.88,15.47,15.28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4383,5.72,19.37,4.7,5.62,11.91,7.39,13.08,17.37,14.58,18.42,13.61,13.06,4.7,18.6,11.51,9.71,13.81,11.99,4.99,8.35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.81,7.29,18.03,8.58,14.33
4384,13.77,9.27,18.37,18.71,19.43,15.29,8.88,17.66,12.87,6.71,4.74,13.93,18.37,13.27,10.31,8.99,13.87,5.06,11.56,14.61,18.2,12.93,9.94,7.38,16.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4385,11.84,18.47,6.42,5.47,13.25,16.55,14.04,17.55,6.83,9.39,4.45,6.36,6.42,8.33,14.15,7.89,8.37,18.27,8.95,16.21,18.65,10.41,11.49,9,16.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4386,16.02,14.54,3.5,19.5,9.53,9.74,3.18,13.95,9.33,4.83,14.27,10.14,3.5,16.89,16.31,3.66,13.35,4,18.39,16.39,-1,-1,-1,-1,-1,8.62,13.85,12.14,9.69,13.2,-1,-1,-1,-1,-1
4387,4.24,14.42,6.95,6.12,13.3,10.91,3.3,13.3,4.1,13.67,9.81,11.57,6.95,19.67,16.79,7.99,15.57,6.74,18.32,6.49,10.57,12.08,19.32,19.33,7.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4388,12.34,12.01,19.23,15.6,8.25,10.7,13.19,8.79,14.31,4.43,4.86,19.51,19.23,3.37,4.69,9.35,10.57,7.55,4.74,5.05,-1,-1,-1,-1,-1,17.08,13.94,16.11,13.5,10.38,-1,-1,-1,-1,-1
4389,6.51,11.56,18.79,10.7,5.23,17.96,8.26,15.7,4.52,5.07,9.56,4.06,18.79,16.74,13.75,16.38,10.74,15.71,9.38,19.9,13.04,15.79,18.41,8.38,18.63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4390,4.78,16.2,13.77,4.86,10.08,9.49,14.8,10.87,18.01,17.23,10.82,5.44,13.77,8.58,12.97,16.75,15.58,6.19,8.26,11.58,8.06,12.97,10.02,14.5,10.98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4391,18.03,13.82,14.97,16.55,18.08,17.03,3.67,4.81,16.49,4.27,19.75,18.48,14.97,17.33,6.63,7.22,13.11,18.32,9.9,9.23,-1,-1,-1,-1,-1,17.22,16.99,17.56,10.34,11.54,-1,-1,-1,-1,-1
4392,10.41,19.15,5.47,14.6,9.49,6.8,6.91,12.21,6.34,5.72,5.99,14.01,5.47,18.78,12.77,16.27,17.86,3.28,19.18,9.31,-1,-1,-1,-1,-1,16.84,7.95,12.26,14.38,15.89,-1,-1,-1,-1,-1
4393,10.92,13.99,12.97,7.26,15.9,3.65,7.67,8.91,14.62,11.82,5.87,15.17,12.97,18.7,12.58,4.49,19.8,4.37,19.39,9.45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.57,7.15,14.55,15.28,17.87
4394,10.68,7.09,8.23,7.03,7.43,13.94,3.03,4.47,10.39,18.61,11.13,9.92,8.23,4.85,15.8,4.21,16.14,18.43,8.6,15.43,7.62,13.55,8.7,9.06,10.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4395,9.81,10.51,6.96,15.63,18.24,4.3,13.46,10.86,4.51,18.79,18.01,15.19,6.96,8.41,19.01,11.63,14.73,6.31,11.29,9.03,-1,-1,-1,-1,-1,12.5,12.3,8.56,11.6,8.75,-1,-1,-1,-1,-1
4396,17.59,17.91,10.22,13.15,10.85,11.84,15.04,7.06,15.74,4.2,18.72,7.63,10.22,5.47,7.35,11.19,9.39,8.06,17.94,11.09,-1,-1,-1,-1,-1,7.02,11.24,13.66,8.33,19.38,-1,-1,-1,-1,-1
4397,6.69,19.25,9.48,8.73,19.01,13.18,7.64,7.59,12.66,4.84,15.34,11.26,9.48,16.44,15.62,12.21,13.71,8.37,13.58,12.26,-1,-1,-1,-1,-1,10.42,8.39,8.95,7.54,13.17,-1,-1,-1,-1,-1
4398,3.69,10.07,10.61,8.13,4.35,5.82,6.46,5.33,18.55,10.25,14.96,3.53,10.61,11.79,9.83,3.06,4.92,7.79,11.13,5.24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.94,17.12,18.21,11.24,12.36
4399,11,5.61,9.83,3.63,17.03,4.53,6.81,7.13,7.19,3.5,4.46,8.63,9.83,13.57,11.61,4.16,4.74,16.02,10.95,12.88,18.45,9.16,16.11,19.27,17.09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4400,15.27,11.59,7.6,14.86,9.01,6.65,9.32,11.47,12.99,4.75,6.53,3.31,7.6,7.91,10.8,12.18,10.25,7.54,15.88,17.77,-1,-1,-1,-1,-1,19.18,13.59,18.2,11.34,14.56,-1,-1,-1,-1,-1
4401,10.84,3.49,17.85,10.82,7.48,14.84,14.08,7.8,7.9,3.97,4.33,6.93,17.85,3.8,19.56,18.43,5.03,14.01,4.16,12.97,19.45,10.68,19.91,9.62,10.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4402,18.73,5.97,14.08,14.91,14.81,12.06,14.84,3.73,12.99,19.9,7.46,4.18,14.08,18.1,9.57,10.06,7.61,13.01,19.06,9.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.11,18.13,11.02,8.4,15.08
4403,5.89,17.44,4.71,12.73,17.3,6.99,15.85,12.45,5.71,13.45,11.61,5.77,4.71,4.59,19.12,5.39,16.27,5.37,15.42,13.88,-1,-1,-1,-1,-1,14.41,10.93,18.06,14.88,13.11,-1,-1,-1,-1,-1
4404,9,3.63,10.67,18.25,9.02,15.03,11.62,14.58,3.19,4.63,4.85,16.01,10.67,17.66,13.51,16.19,15.71,12,9.64,4.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.05,11.66,13.56,13.36,11.36
4405,17.81,9.7,6.64,3.36,13.92,11.49,3.98,8.2,8.36,15.96,4.69,8.42,6.64,19.76,11.08,4.95,17.72,5.23,12.68,5.71,8.21,18.45,15.48,7.05,10.21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4406,6.02,7.42,3.14,8.1,15.21,7.79,14.75,19.42,19.78,18.67,18.63,16.52,3.14,17.78,13.27,14.24,9.3,7.45,10.59,4.05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.48,18.02,13.73,19.47,11.4
4407,18.59,13.57,5.03,3.71,10.28,16.28,11.85,8.29,5.92,14.9,5.08,15.61,5.03,10.45,9.94,12.19,15.05,8.47,13.82,7.15,-1,-1,-1,-1,-1,9.68,9.91,7.26,8.83,7.22,-1,-1,-1,-1,-1
4408,13.08,18.09,10.34,7.34,18.16,16.48,10.45,13.99,19.06,4.2,12.93,19.46,10.34,19.11,16,15.22,16.13,12.72,19.18,15.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.7,10.65,14.29,11.14,19.22
4409,18.03,11.05,19.36,11.01,3.28,10.48,13.89,15.88,5.26,9.57,8.69,16.71,19.36,12.67,13.08,15.91,3.23,8.53,10.58,16.85,7.52,13.11,19.44,8.83,9.37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4410,13.15,10.29,17.17,12.8,13.39,8.63,4.29,16.14,8.83,16.81,11.73,15.12,17.17,17.12,8.75,7.57,16.91,8.43,16.57,6.02,-1,-1,-1,-1,-1,16.55,10.67,13.19,12.98,13.61,-1,-1,-1,-1,-1
4411,9.3,19.9,13.18,9.41,8.16,16.7,11.14,18.68,12.6,16.75,16.47,13.44,13.18,17.13,12.47,6.79,3.77,13.3,15.96,15.78,10.47,7.88,19.25,9.08,19.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4412,19.85,10.34,16.48,6.3,6.92,19.19,3.2,3.35,17.61,8.77,14.71,10.07,16.48,10.84,7.03,18.22,14.61,7.59,4.89,18.77,-1,-1,-1,-1,-1,8.79,19.64,7.61,19.58,16.48,-1,-1,-1,-1,-1
4413,12.29,19.75,11.68,8.27,10.24,13.25,17.49,16.51,17.29,4.21,16.31,17.12,11.68,13.57,17.94,7.23,8.16,18.44,18.99,19.52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.6,11.79,14.8,14.38,16.49
4414,15.3,11.68,5.74,14,6.72,8.82,5.24,15.33,13.61,12.58,12.99,8,5.74,3.52,15.51,16.32,11.36,4.47,16.67,15.11,-1,-1,-1,-1,-1,7.29,11.51,18.99,15.75,16.03,-1,-1,-1,-1,-1
4415,3.3,19.87,16.24,7.82,6.18,3.1,7.75,11.43,9.36,5.65,15.93,18.56,16.24,17.21,4.83,17.37,6.82,18.75,17.13,10.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.65,7.95,15.57,11.23,13.05
4416,10.27,11.54,3.79,17.34,3.07,6.06,4.72,15.43,9.72,9.11,11.82,15.52,3.79,12.94,14.57,8.03,16.35,14.27,19.56,13.36,-1,-1,-1,-1,-1,7.01,11.98,11.51,14.15,10.58,-1,-1,-1,-1,-1
4417,12.63,16.73,15.37,10.89,15.83,4.69,5.36,16.08,5.48,14.01,11.56,14.3,15.37,4.21,16.95,9.02,8.82,5.32,13.25,11.68,11.52,19.88,8.91,7.14,16.45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4418,11.33,15.15,7.2,6.9,10.11,4.25,19.03,19.32,16.17,10.04,9.77,14.64,7.2,19,17.08,11.55,14.03,17.83,16.38,8.39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.27,17.4,14.06,7.76,14.6
4419,3.42,8.13,6.05,19.04,17.98,10.3,3.24,10.68,3.8,17.28,8.7,18.89,6.05,16.48,16.36,12.48,17.93,7.92,11.25,3.73,16.31,16.17,13.05,8.12,10.11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4420,13.82,16.76,10.2,19.01,9.6,15.39,4.78,15.69,19.96,4.14,17.59,5.08,10.2,3.71,5.39,13.91,12.44,17.9,13.55,17.02,-1,-1,-1,-1,-1,18.81,16.61,11.58,11.62,8.48,-1,-1,-1,-1,-1
4421,10.86,9.42,10.22,7.05,13.29,3.46,12.24,12.44,3.06,17.63,11.63,11.99,10.22,7.21,7.21,19.63,12.4,4.73,6.18,7.55,10.01,18.3,14.04,19.02,19.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4422,17.13,11.1,19.91,15.23,15.96,10.37,5.49,6.11,9.21,3.35,11.45,12.34,19.91,16.21,19.63,9.31,8.49,4.43,19.02,10.1,-1,-1,-1,-1,-1,15.15,11.3,18.13,8.06,8.17,-1,-1,-1,-1,-1
4423,8.23,3.91,18.35,14.6,14.05,9.68,18.18,13.93,14.31,16.81,4.57,3.85,18.35,7.62,13.99,6.49,4.85,4.49,7.06,10.55,19.98,11.55,13.29,14.68,19.53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4424,5.24,12.55,11.76,7.15,9.68,9.33,18.81,5.22,11.3,16.07,3.3,7.11,11.76,9.3,11.02,15.2,10.73,6.92,9.15,11.73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.32,14.6,7.92,17.86,15.72
4425,6.52,5.03,14.4,6.71,18.94,13.24,8.47,10.71,10.52,11.25,16.5,19.99,14.4,5.72,3.69,4.76,5.29,11.53,17.13,14.16,8.47,18.74,17.13,9.73,12.89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4426,18.92,14.26,11.17,14.51,9.77,19,5.78,6.45,14.49,6.95,8.7,12.53,11.17,16.87,6.77,8.09,5.52,18.98,15,4.26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.54,9.99,19.27,8.05,13.79
4427,15.6,16.62,7.16,5.87,17.95,15.65,6.1,7.12,4.48,5.9,7.2,5.41,7.16,6.23,12.57,15.49,8.86,12.9,12,8.25,19.83,9.73,13.11,16.14,15.88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4428,20,17.26,5.95,7.63,5.3,17.92,13.93,3.9,15.47,18.86,11.67,15.6,5.95,6.3,9.01,13.84,11.02,4.24,16.38,11.81,-1,-1,-1,-1,-1,11.67,7.53,16.1,12.38,11.95,-1,-1,-1,-1,-1
4429,11.74,7.1,15.9,7.1,5.3,5.46,5.51,4.56,8.76,7.22,16.2,16.39,15.9,5.11,7.51,6.77,17.14,3.89,19.34,6.88,-1,-1,-1,-1,-1,17.35,13.54,17.13,17.93,18.86,-1,-1,-1,-1,-1
4430,13.24,6.35,15.04,19.44,4.3,15.77,5.75,4.61,6.28,8.39,14.18,16.59,15.04,12.27,16.17,12.91,10.08,12.65,11.84,8.07,-1,-1,-1,-1,-1,18.19,19.98,19.46,14.31,7.88,-1,-1,-1,-1,-1
4431,5.25,5.65,5.92,16,8.82,6.87,17.5,4.46,9.36,16.77,11.51,19.52,5.92,10.59,3.93,18.44,11.5,10.55,16.59,18.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.25,16.59,12.71,16.27,7.62
4432,17.87,14.87,14.66,12.5,18.74,9.91,16.47,9.86,11.41,9.78,3.71,3.99,14.66,16.37,18.64,9.26,10.48,16.95,8.33,15.26,17.52,19.86,16.71,15.75,17.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4433,15.61,11.28,18.07,3.53,4.87,17.86,10.25,3.87,19.71,5.07,13.31,15.84,18.07,8.4,7.99,3.75,6.04,15.56,18.54,7.33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.17,18.08,12.69,10.66,12.89
4434,8.69,3.85,8.49,14.97,16.48,7.18,16.42,16.73,13.51,17.9,3.16,10.94,8.49,3.69,17.87,18.13,14.15,16.04,15.06,15.59,15.18,18.89,19.92,17.54,18.49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4435,17.7,9.45,12.17,15.65,6.46,18.36,8.8,14.95,8.56,13.35,16.3,3.72,12.17,7.27,9.41,8.99,13.85,3.1,18.63,15.11,-1,-1,-1,-1,-1,11.73,13.77,18.88,11.96,18.91,-1,-1,-1,-1,-1
4436,5.98,12.72,4.22,7.23,14.64,11.06,9.67,19.67,4.67,13.02,15.75,11.39,4.22,18.34,9.75,7.16,9.01,3.56,7.14,8.88,8.33,12.92,16.99,15.96,7.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4437,10.51,4.48,6.24,5.84,18.78,18.46,11.61,19.72,8.31,10.12,3.9,7.43,6.24,13.43,16.33,18.81,5.82,16.87,16.46,8.28,7.56,12.22,13.18,9.49,9.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4438,10.46,4.01,7.4,19.04,10.82,10.24,6.16,19.91,15.65,13.65,8.78,18.16,7.4,6.64,6.92,11.86,6.58,5.67,14.22,15.88,15.57,15.82,13.29,14.86,15.88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4439,4.83,19.57,4.71,10.19,3.96,11.05,15.37,19.57,16.08,4.46,16.41,5.65,4.71,17.92,18.68,12.77,14.93,17.07,4.8,18.97,-1,-1,-1,-1,-1,8.86,8.16,18.55,12.45,10.1,-1,-1,-1,-1,-1
4440,8.94,7.48,7.77,3.92,11.83,18.56,15.31,3.94,16.81,8.14,15.91,13.91,7.77,19.05,5.91,11.21,7.94,4.56,7.45,18.43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.08,10.58,16.35,8.54,8.4
4441,15.48,6.37,17.19,17.06,6.08,10.23,8.45,13.76,13.09,4.26,14.74,8.48,17.19,12.53,13.84,7.52,19.33,17.61,9.97,10.17,-1,-1,-1,-1,-1,12.91,8.25,19.94,13.37,9.08,-1,-1,-1,-1,-1
4442,8.62,7.26,6.72,15.84,3.45,3.07,17.12,14.7,19.96,11.24,11.78,15.86,6.72,16.24,12.8,7.35,4.48,15.46,5.54,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.14,19.2,17.16,18.43,14.78
4443,5.16,18.87,11.12,14.89,18.17,18.15,10.4,6.78,11.36,18.86,5.22,6.94,11.12,6.82,12.89,17.23,4.7,6.96,14.39,8.21,18.14,13.32,8.87,12.22,10.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4444,10.7,15.43,6.6,4.24,7.27,3.89,9.48,7.16,14.24,11.98,18.68,8.15,6.6,3.38,10.07,18.67,4.14,6.47,18.55,4.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.5,7.43,16.04,9,18.3
4445,3.59,13.31,7.61,5.46,3.22,14.71,4.72,11.44,5.98,14.51,5.1,14.25,7.61,11.07,5.79,3.12,9.83,6.5,11.85,12.12,9.55,14.23,14.58,10.57,19.58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4446,15.07,6,10.5,18.68,13.88,5.64,13,6.68,3.32,5.64,12.66,17.74,10.5,16.88,7.1,5.16,17.01,4.74,11.1,13.92,-1,-1,-1,-1,-1,9.1,18.91,19.4,12.05,13.08,-1,-1,-1,-1,-1
4447,11.35,17.54,7.7,4.83,18.07,17.06,6.94,12.51,9.65,18.47,6.44,19.19,7.7,10.09,13.94,14.67,5.73,15.48,12.83,14.96,7.18,17.54,8.71,11.57,15.49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4448,17.71,18.46,15.27,18.69,8.68,18.2,11.03,7.56,19.68,12.49,3.52,19.58,15.27,9.48,15.55,8.18,10.05,3.39,17.7,6.18,-1,-1,-1,-1,-1,15.49,11.45,8.03,15.02,15.23,-1,-1,-1,-1,-1
4449,5.38,8.54,13.96,4.72,7.87,12.7,8.77,17.1,13.88,4.57,17.47,9.09,13.96,9.97,15.93,14.59,11.36,16.57,14.7,3.01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.49,14.59,12.28,13.07,17.87
4450,3.65,7.96,10.53,3.63,16.36,8.79,14.87,10.13,9.66,11.72,13.22,12.12,10.53,17.28,5.87,18.46,7.72,16.67,19.83,11.41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.63,11.78,8.56,17.18,12.36
4451,18.92,13.34,10.62,7.56,8.1,10.03,19.1,11.44,10.41,8.85,13.56,10.85,10.62,14.11,6.48,11.53,11.23,14.07,16.96,17.69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.68,8.88,13.63,19.47,7.46
4452,8.64,3.54,6.85,19.86,17.87,15.17,11.42,4.95,6.2,8.56,18.43,17.55,6.85,19.32,8.47,10.59,8.39,5.06,13.62,4.88,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16.54,17.38,16.42,10.82,7.37
4453,8.77,3.16,12.23,12.84,17.19,6.06,4.7,8.52,8.98,19.75,6.27,15.68,12.23,6.58,8.84,10.67,3.11,16.88,7.94,6.54,10.29,19.29,7.05,10.98,10.28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4454,19.84,12.21,7.97,5.58,16.8,11.57,11.86,16.66,12.12,13.36,14.12,17.72,7.97,4.89,12.6,18.92,19.61,5.66,15.65,9.39,-1,-1,-1,-1,-1,18.58,17.51,18.27,7.39,16.95,-1,-1,-1,-1,-1
4455,7.08,12.2,16.82,12.18,13.29,6.34,16.91,5.48,11.84,18.4,6.1,14.31,16.82,14.46,17.08,14.12,7.22,16.29,3.54,10.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.56,12.53,11.14,12.95,12.78
4456,17.02,7.47,4.49,8.59,10.08,17.73,5.79,12.94,4.45,12.36,11.93,4.07,4.49,12.94,14.86,12.18,5.22,19.2,3.76,12.6,7.86,10.97,17.71,7.86,7.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4457,3.07,16.12,19.33,13.17,5.84,11.52,5.31,4.84,18.54,5.79,9.33,6.28,19.33,19.24,13.56,6.79,14.03,11.14,5.39,17.07,10.59,11.37,12.02,19.79,8.37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4458,5.77,5.97,11.86,11.6,18.52,6.59,13.06,15.66,16.92,4.2,6.31,16.34,11.86,16.48,6.05,4.99,6.03,3.54,7.39,3.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.63,10.73,11.85,17.31,18.95
4459,14.94,12.1,9.98,16.1,5.45,9.41,16.53,17.37,5.78,9.28,16.94,14.06,9.98,11.44,9.58,15.68,9.66,14.6,13.67,19.49,-1,-1,-1,-1,-1,11.79,18.33,19.19,15.99,9.31,-1,-1,-1,-1,-1
4460,18.39,19.85,14.98,18.09,15.56,19.2,9.88,19.3,12.26,15.44,15.18,10.63,14.98,9.89,13.25,14.51,7.23,14.8,3.81,16.43,-1,-1,-1,-1,-1,18.83,7.6,14.32,14,17.53,-1,-1,-1,-1,-1
4461,4.17,4.95,9.93,16.48,7.27,7.11,3.07,13.02,11.88,10.58,11.35,12.59,9.93,17.41,4.31,10.28,18.45,3.66,5.49,17.06,-1,-1,-1,-1,-1,17.64,17.27,14.95,17.32,11.96,-1,-1,-1,-1,-1
4462,8.96,6.98,19.36,3.88,10.34,19.73,18.22,7.3,5.59,19.82,13.2,14.91,19.36,6.1,7.83,14.42,16.85,16.75,16.74,13.51,16.77,19.91,18.67,9.86,15.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4463,16.02,8.85,19.46,7.45,7.54,7.29,10.94,14.36,7.81,16.94,19.89,9.37,19.46,12.33,13.28,18.86,9.64,3.03,19.94,3.63,14.98,13.56,9.72,17.54,18.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4464,9.45,16.53,5.33,9.04,6.32,17.63,16.92,16.18,12.52,11.83,4.89,19.17,5.33,15.18,8.75,9.95,9.5,12.36,19.72,14.61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.8,7.81,13.42,15.41,8.43
4465,19.08,5.46,12.22,17.62,6.94,14.08,11.94,9.02,12.04,14.06,13.02,11.97,12.22,3.37,6.27,16.21,17.97,9.03,7.09,3.82,-1,-1,-1,-1,-1,18.12,14.98,10.31,8.92,8.16,-1,-1,-1,-1,-1
4466,5.42,8.91,14.12,14.21,8.23,6.11,8.71,4.58,15.28,5.78,14.97,3.66,14.12,18.52,12.3,5.91,8.32,11.97,7.08,7.8,-1,-1,-1,-1,-1,12.89,15.35,9.56,14.27,7.61,-1,-1,-1,-1,-1
4467,17.29,15.78,8.47,11.25,18.77,6.97,11.42,4.66,19.1,5.19,7.48,3.98,8.47,18.91,16.75,12.07,3.85,8.17,18.48,12.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.41,9.5,14.22,11.42,19.6
4468,3.92,18.93,5.21,16.55,3.03,6.42,5.45,8.3,11.05,7.16,14.04,18.53,5.21,7.1,14.81,16.24,19.72,15.02,11.95,4.84,-1,-1,-1,-1,-1,14.68,10.73,17.35,9.21,19.45,-1,-1,-1,-1,-1
4469,14.39,5.86,13.13,4.49,3.38,15.41,11.58,11.55,17.4,10.38,11.1,8.75,13.13,16.76,3.07,6.95,17.54,8.92,12.28,6.73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.32,7.83,7.49,16.03,17.33
